,gene_symbol,Plasmid,2dDox,7dDox,InSitu
260,ADAM23,4.548975438582224e-05,3.780622525997915e-05,4.751301495992678e-05,5.7705803930953306e-05
261,ADAM28,3.710337508564272e-05,3.8164299477650546e-05,6.66168319388866e-05,7.96754972576071e-05
262,ADAM29,6.111891580888407e-05,8.01264439754862e-05,0.00011847169633935286,0.0001415300844777139
263,ADAM30,5.3240801920836645e-05,5.539890525193243e-05,6.14806005787369e-05,6.176029669080787e-05
264,ADAM32,5.108067391927525e-05,3.2003461155407614e-05,7.831882321174026e-05,7.062360644490854e-05
265,ADAM33,4.548975438582224e-05,3.756752168446771e-05,3.481593992854927e-05,4.1204961303638234e-05
266,ADAM7,5.921292051338873e-05,7.940505135616264e-05,7.360597332122986e-05,8.448431425185322e-05
267,ADAM8,5.565506262846408e-05,6.75049823669588e-05,4.869731284781761e-05,5.827154710674697e-05
268,ADAM9,5.921292051338872e-05,7.777898298463461e-05,7.768004287880146e-05,9.66477925314169e-05
269,ADAMDEC1,4.155069744179853e-05,5.281551989250762e-05,5.7543879062148006e-05,5.1859791114418826e-05
270,ADAMTS1,5.2351337449605484e-05,5.324710837880293e-05,5.9374600776483376e-05,5.6857189167262815e-05
271,ADAMTS10,3.850110496900598e-05,2.218716447492005e-05,4.2325029902931136e-05,4.24307381845245e-05
272,ADAMTS12,5.057240850714316e-05,4.5783381719986354e-05,3.9618701061448666e-05,4.714526464947165e-05
273,ADAMTS13,5.62903943936292e-05,7.132181958127877e-05,4.949347482794714e-05,4.054492759854562e-05
274,ADAMTS14,4.752281603435061e-05,5.6017137751416525e-05,6.232222214724906e-05,7.043502538631066e-05
275,ADAMTS15,3.9771768499336205e-05,4.3789654350709377e-05,6.331196989822824e-05,7.213225491369163e-05
276,ADAMTS16,4.2948427325161784e-05,2.5650466718294342e-05,3.34036241096408e-05,3.290739472533122e-05
277,ADAMTS17,5.2605470155671524e-05,8.18563142142772e-05,4.4311761847343285e-05,5.657431757936598e-05
278,ADAMTS18,3.710337508564272e-05,2.8787240853988233e-05,4.1539769664801087e-05,4.742813623736849e-05
279,ADAMTS19,4.8158147799515725e-05,6.0494433145735744e-05,6.14388531753433e-05,5.1954081643717765e-05
280,ADAMTS2,5.90858541603557e-05,6.826821984821224e-05,6.60226976345707e-05,6.826634321243497e-05
281,ADAMTS20,5.806932333609152e-05,5.5882323765467166e-05,5.892584507978324e-05,6.779489056594024e-05
282,ADAMTS3,3.646804332047761e-05,2.214380447366902e-05,4.566250407695845e-05,2.536415238141575e-05
283,ADAMTS4,5.4384399098133854e-05,8.962212484685938e-05,4.027279133109648e-05,3.5924691662897404e-05
284,ADAMTS5,4.066123297056737e-05,3.555703662760232e-05,4.6879397142777895e-05,4.846533205965686e-05
285,ADAMTS6,6.010238498461989e-05,5.079258007768193e-05,7.211926885895275e-05,6.63805326264561e-05
286,ADAMTS7,5.67986598057613e-05,5.6883830456524305e-05,4.46618173107711e-05,6.402326939398251e-05
287,ADAMTS8,3.519737979014738e-05,4.890960815345473e-05,4.729476866577584e-05,5.50656691105829e-05
288,ADAMTS9,4.510855532672317e-05,4.265956598659113e-05,6.194006198449239e-05,7.118934962070221e-05
289,ADAMTSL1,6.111891580888407e-05,6.622724251052585e-05,7.992243126555546e-05,7.203796438439268e-05
290,ADAMTSL2,4.63792188570534e-05,4.5819830759201994e-05,2.7709437768707283e-05,3.187019890304284e-05
291,ADAMTSL3,4.8920545917713866e-05,5.061811696683156e-05,5.178507986157172e-05,5.5725702815675496e-05
292,ADAMTSL4,3.595977790834551e-05,2.615292950148572e-05,3.206397887696755e-05,2.536415238141575e-05
293,ADAMTSL4-AS1,3.3291384494652036e-05,2.198006316299119e-05,1.861223054186688e-05,1.8575234271891834e-05
294,ADAMTSL5,4.167776379483155e-05,6.014128459813898e-05,3.0121170840409072e-05,2.8004287201786165e-05
295,ADAP1,3.329138449465203e-05,2.5255651896042594e-05,2.983226799481153e-05,3.045584096355869e-05
296,ADAP2,5.540092992239804e-05,5.573486599496822e-05,5.369776755225167e-05,5.6197155462170214e-05
297,ADAR,5.883172145428966e-05,4.722593327434736e-05,2.9826397071571314e-05,4.2996481360318155e-05
298,ADARB1,6.302491110437941e-05,8.743421917391046e-05,7.184698642400086e-05,7.731823402513351e-05
299,ADARB2,5.679865980576129e-05,4.8196609617796785e-05,6.809476157943453e-05,7.430093708756734e-05
300,ADAT1,7.878113888047426e-05,7.099465242703841e-05,8.158874918194396e-05,7.486668026336099e-05
301,ADAT2,3.9898834852369226e-05,2.339595913481318e-05,1.1161335570213544e-05,1.536935627572776e-05
302,ADAT3,6.937822875603057e-05,5.077726589378972e-05,1.258985962909913e-05,1.4615032041336213e-05
303,ADCK1,5.959411957248779e-05,6.078974587255868e-05,6.923537405141272e-05,6.279749251309624e-05
304,ADCK2,3.0114725668826454e-05,1.525933753434229e-05,2.7643095541299264e-05,2.96072261998682e-05
305,ADCK3,1.2071303538137186e-05,1.1674743816902394e-05,1.1257082216210774e-05,1.6029389980820364e-05
306,ADCK4,4.4981488973690146e-05,2.4741544447515872e-05,4.835772213042224e-05,4.5730906709987505e-05
307,ADCK5,5.0064143095011074e-05,3.226229756275091e-05,3.128625542819182e-05,3.564182007500057e-05
308,ADCY1,4.993707674197805e-05,3.066969513699598e-05,6.261805579671438e-05,5.902587134113852e-05
309,ADCY10,4.1042432029666434e-05,2.432272340396024e-05,3.885689939339174e-05,3.799908330747415e-05
310,ADCY2,3.583271155531249e-05,3.281264193040706e-05,2.112939833175091e-05,3.196448943234178e-05
311,ADCY3,4.3202560031227824e-05,5.238291527874587e-05,3.404798519373582e-05,3.007867884636292e-05
312,ADCY4,7.712927629104497e-05,7.386285684535729e-05,5.265331008398303e-05,3.667901589728895e-05
313,ADCY5,5.6544527099695244e-05,6.794540770757534e-05,6.780054288608874e-05,6.506046521627089e-05
314,ADCY6,4.866641321164781e-05,4.184633621825095e-05,5.6629636838221686e-05,2.4986990264219977e-05
315,ADCY7,4.866641321164781e-05,5.1478876770517575e-05,4.766193014830485e-05,4.4410839299802296e-05
316,ADCY8,5.6036261687563156e-05,4.502912742863874e-05,7.317950954577761e-05,7.439522761686628e-05
317,ADCY9,5.679865980576129e-05,4.607372701059424e-05,4.863714571350337e-05,5.0916885821429383e-05
318,ADCYAP1,5.857758874822361e-05,5.5601603597686886e-05,5.6041543133884575e-05,4.9691108940543126e-05
319,ADCYAP1R1,5.209720474353944e-05,4.4289510998465014e-05,6.393703286459816e-05,5.9685905046231124e-05
320,ADD1,7.06488922863608e-05,7.90156772137412e-05,6.862905687465247e-05,8.024124043340078e-05
321,ADD2,3.58327115553125e-05,3.305370062360821e-05,3.650284269808849e-05,4.1959285538029774e-05
322,ADD3,4.218602920696364e-05,4.4925402849056286e-05,4.7720975303199676e-05,4.639094041508011e-05
323,ADGB,5.260547015567153e-05,6.639557321696066e-05,7.033343552661852e-05,6.572049892136348e-05
324,ADGRA1,5.362200097993572e-05,4.968976825701841e-05,4.169295588224671e-05,4.9973980528439954e-05
325,ADGRA2,6.886996334389848e-05,7.317650974597791e-05,0.00013036003279401093,0.00010871698028168163
326,ADGRA3,4.345669273729387e-05,3.0064532808377885e-05,4.5058839422256776e-05,4.4127967711905474e-05
327,ADGRB1,4.790401509344968e-05,4.7195818539447944e-05,4.102673901977897e-05,4.525945406349279e-05
328,ADGRB2,5.273253650870455e-05,7.703318316101394e-05,4.5214474479551106e-05,6.185458722010682e-05
329,ADGRB3,4.790401509344968e-05,4.7307661263563295e-05,6.37304859971049e-05,6.100597245641633e-05
330,ADGRD1,3.824697226293992e-05,5.297190310214735e-05,3.7091680216189955e-05,3.498178636990797e-05
331,ADGRD2,5.006414309501107e-05,6.388649497167098e-05,3.419076404393694e-05,4.4693710887699124e-05
332,ADGRE1,4.8412280505581765e-05,5.3369417773365744e-05,4.902980322393866e-05,5.92144523997364e-05
333,ADGRE2,6.95052951090636e-05,0.0001000592863004206,0.00010004629668414727,0.0001086226897523827
334,ADGRE3,5.235133744960549e-05,4.3393010419660634e-05,7.222237340919818e-05,5.440563540549029e-05
335,ADGRE5,4.066123297056737e-05,2.6281412046470472e-05,3.745437604316924e-05,3.205877996164073e-05
336,ADGRF1,3.278311908251994e-05,2.0816535733188004e-05,5.249553407611159e-05,4.2807900301720265e-05
337,ADGRF2,6.277077839831337e-05,7.465010897270152e-05,8.813153606888069e-05,8.75016111894194e-05
338,ADGRF3,4.6887484269185496e-05,7.612675832069294e-05,4.210093169703526e-05,3.667901589728895e-05
339,ADGRF4,4.4092024502458985e-05,4.492106364823493e-05,4.502851290937699e-05,4.016776548134985e-05
340,ADGRF5,9.212310594894169e-05,8.697375939212627e-05,6.331180905885031e-05,5.798867551885014e-05
341,ADGRG1,5.0445342154110134e-05,3.834795818050383e-05,4.040464375326795e-05,5.317985852460402e-05
342,ADGRG2,5.603626168756315e-05,6.242909722363905e-05,4.823779678906469e-05,4.111067077433929e-05
343,ADGRG3,4.129656473573248e-05,5.71242813158188e-05,5.75729709785498e-05,4.563661618068857e-05
344,ADGRG4,4.68874842691855e-05,4.796706490736232e-05,9.100568778180497e-05,7.40180654996705e-05
345,ADGRG5,6.0483584043718956e-05,7.118450744323393e-05,6.442030888040442e-05,6.666340421435292e-05
346,ADGRG6,3.926350308720412e-05,4.767334558828776e-05,5.447185776320654e-05,6.581478945066244e-05
347,ADGRG7,0.00017065011212334989,0.007669504711296316,0.00016073693012075247,3.8564826483267816e-05
348,ADGRL1,7.268195393488917e-05,5.73015013207222e-05,7.519144732842347e-05,8.476718583975004e-05
349,ADGRL2,4.167776379483155e-05,2.689962070702052e-05,6.34924176423403e-05,4.846533205965687e-05
350,ADGRL3,4.676041791615247e-05,4.1237808429273935e-05,8.245353112680095e-05,5.6008574403572324e-05
351,ADGRL4,5.9085854160355694e-05,4.831624055895443e-05,6.47558797659634e-05,5.129404793862516e-05
352,ADGRV1,4.5743887091888294e-05,5.1618746060628714e-05,5.329271854626717e-05,4.0827799186442454e-05
353,ADH1A,4.332962638426086e-05,5.290206768143122e-05,6.780348021364873e-05,8.11841457263902e-05
354,ADH1B,7.954353699867242e-05,0.00010551376201421673,0.00010445741835915089,0.00010004225158617885
355,ADH1C,4.9682944035912e-05,5.494646066308237e-05,6.301747453967165e-05,5.761151340165437e-05
356,ADH4,6.099184945585106e-05,4.946349454662973e-05,9.33125550395341e-05,8.608725324993524e-05
357,ADH5,4.4981488973690146e-05,4.290451266646137e-05,3.7992208463209034e-05,4.007347495205091e-05
358,ADH6,5.349493462690269e-05,3.934423067652074e-05,6.933684631777031e-05,7.826113931812294e-05
359,ADH7,5.349493462690269e-05,5.332225467722594e-05,8.374915773110242e-05,9.278188083016023e-05
360,ADHFE1,5.603626168756315e-05,4.803727378196559e-05,7.995589471313744e-05,6.392897886468357e-05
361,ADI1,3.9898834852369226e-05,2.1463511974815215e-05,1.7520116277996324e-05,1.1597735103770027e-05
362,ADIG,5.883172145428966e-05,6.209969931841737e-05,7.081873451044331e-05,7.430093708756732e-05
363,ADIPOQ,4.548975438582224e-05,3.389476721502656e-05,3.8014477873974664e-05,4.431654877050336e-05
364,ADIPOR1,5.095360756624223e-05,8.153289528689923e-05,3.51536453028429e-05,4.563661618068856e-05
365,ADIPOR2,6.086478310281803e-05,7.534851643849196e-05,5.497669285298653e-05,5.0916885821429383e-05
366,ADIRF,5.489266451026594e-05,5.861456922037377e-05,4.120063166208871e-05,3.752763066097944e-05
367,ADK,5.972118592552082e-05,5.638549492027455e-05,4.925975868209108e-05,3.205877996164072e-05
368,ADM,4.0788299323600394e-05,4.140404543976565e-05,4.6862606610313785e-05,4.403367718260653e-05
369,ADM2,4.3075493678194804e-05,3.740464620075775e-05,4.4395989107909534e-05,4.4788001416998076e-05
370,ADM5,3.227485367038785e-05,4.6182991004904866e-05,2.1552313978314037e-05,2.1403950150860133e-05
371,ADNP,5.120774027230828e-05,4.319639956106607e-05,4.49277057633112e-05,4.752242676666743e-05
372,ADNP2,3.53244461431804e-05,3.008330809261567e-05,4.5482840959752826e-05,4.8371041530357923e-05
373,ADO,3.519737979014738e-05,3.6632060646938065e-05,5.944718593616707e-05,3.8187664366072036e-05
374,ADORA1,4.066123297056737e-05,5.923720765434066e-05,3.375476967186685e-05,3.366171895972276e-05
375,ADORA2A,3.926350308720411e-05,2.778598789921314e-05,3.0951484664097005e-05,2.2441145973148507e-05
376,ADORA2B,3.6976308732609695e-05,6.0462659852927186e-05,4.598997034787751e-05,5.157691952652199e-05
377,ADORA3,6.45497073407757e-05,4.945213118839303e-05,6.448080189795756e-05,5.7045770225860705e-05
378,ADPGK,7.090302499242685e-05,6.091645895318169e-05,8.440618274281367e-05,7.59981666149483e-05
379,ADPRH,5.7433991570926405e-05,5.3204231441898694e-05,4.699084281085317e-05,5.00682710577389e-05
380,ADPRHL1,5.857758874822361e-05,5.305591369003513e-05,4.0652211680620816e-05,3.3661718959722765e-05
381,ADPRHL2,9.21231059489417e-05,0.00010224913431605435,8.969461257331304e-05,9.117894183207819e-05
382,ADPRM,5.489266451026595e-05,4.991354983823323e-05,7.451572213476877e-05,6.939782956402228e-05
383,ADRA1A,5.18430720374734e-05,3.813159700908293e-05,8.396026387206839e-05,6.308036410099307e-05
384,ADRA1B,6.810756522570034e-05,8.540756596341813e-05,0.00010349876829344467,9.014174600978982e-05
385,ADRA1D,4.256722826606271e-05,3.5678444630571564e-05,3.513840888071262e-05,3.0644422022156574e-05
386,ADRA2A,6.467677369380872e-05,6.70571783224162e-05,5.508925967193913e-05,4.874820364755369e-05
387,ADRA2B,5.7306925217893385e-05,6.098546917063554e-05,5.729077703205215e-05,5.3462730112500864e-05
388,ADRA2C,4.015296755843527e-05,4.297524082671583e-05,4.477205856142397e-05,4.09220897157414e-05
389,ADRB1,5.413026639206781e-05,5.526579585973362e-05,5.329853720571013e-05,5.2331243760913545e-05
390,ADRB2,2.7192199549066927e-05,2.543021258634753e-05,3.2291505811478984e-05,2.4138375500529486e-05
391,ADRB3,5.7433991570926405e-05,5.552253580156893e-05,8.101061653119376e-05,7.750681508373141e-05
392,ADRBK1,4.574388709188829e-05,4.6142649215228634e-05,4.375853690829704e-05,5.2142662702315655e-05
393,ADRBK2,3.379964990678412e-05,1.945379255302883e-05,3.272707339488259e-05,2.357263232473583e-05
394,ADRM1,7.128422405152593e-05,6.0696563197008754e-05,5.0308182407255445e-05,2.4044084971230548e-05
395,ADSL,2.2490744486845073e-05,1.0802210130882085e-05,2.469091363253814e-06,1.7915200566799231e-06
396,ADSS,7.255488758185614e-05,6.904331710545867e-05,1.7001703294453615e-05,6.977499168121806e-06
397,ADSSL1,4.9047612270746886e-05,6.20241543634546e-05,6.284687452541178e-05,3.639614430939212e-05
398,ADTRP,5.895878780732269e-05,4.05386123403287e-05,6.653934826644876e-05,6.260891145449836e-05
399,AEBP1,4.6760417916152476e-05,4.878192561712307e-05,3.6589215800501795e-05,4.8559622588955813e-05
400,AEBP2,6.315197745741243e-05,6.372302507179589e-05,3.8064223176777684e-05,6.70405663315487e-05
401,AEN,5.209720474353944e-05,4.819615144195652e-05,4.9123932337886e-05,4.8842494176852635e-05
402,AES,6.327904381044547e-05,5.7384978464110196e-05,4.8943292215962245e-05,3.960202230555619e-05
403,AFAP1,3.951763579327016e-05,3.811242155346514e-05,4.856995007016088e-05,4.714526464947166e-05
404,AFAP1L1,5.1207740272308276e-05,5.035833696660778e-05,5.330924290934189e-05,3.894198860046359e-05
405,AFAP1L2,2.9225261197595293e-05,4.0123421466043254e-05,2.52740678628958e-05,2.8475739848280877e-05
406,AFDN,1.0292374595674865e-05,2.919917140217173e-06,1.3484650626226357e-05,4.714526464947166e-06
407,AFF1,3.214778731735483e-05,3.0115395745169767e-05,3.354496464935037e-05,2.621276714510624e-05
408,AFF2,4.421909085549201e-05,3.290322104081488e-05,5.285776556717648e-05,5.6008574403572324e-05
409,AFF3,6.0737716749785e-05,5.45765259957547e-05,6.803693880344763e-05,6.402326939398251e-05
410,AFF4,4.218602920696364e-05,2.3523967214543298e-05,3.493522998593384e-05,3.705617801448472e-05
411,AFG1L,2.0965948250448798e-05,1.8922821880293904e-05,2.97824830215367e-05,2.7438544025992506e-05
412,AFG3L2,3.189365461128878e-05,2.81714746219073e-05,1.0045246610667183e-05,4.148783289153506e-06
413,AFM,9.911175536575796e-05,8.341963292150932e-05,0.00014645556540601281,0.00013870136859874563
414,AFMID,3.951763579327016e-05,2.7856982977161133e-05,4.36113072195652e-05,3.8847698071164644e-05
415,AFP,5.0953607566242235e-05,3.551075384042367e-05,7.590587738449114e-05,6.883208638822862e-05
416,AFTPH,6.56933045180729e-05,8.230321287241638e-05,6.645330277151998e-05,5.4311344876191355e-05
417,AGA,5.5273863569365015e-05,5.2004476592456816e-05,6.798357092882406e-05,7.53381329098557e-05
418,AGAP1,4.396495814942597e-05,4.824677422258603e-05,5.427109525716031e-05,3.667901589728895e-05
419,AGAP11,3.723044143867574e-05,5.4838188831902655e-05,2.4316619957784032e-05,2.1498240680159077e-05
420,AGAP2,6.353317651651151e-05,5.413597904993815e-05,5.39143346583127e-05,4.695668359087377e-05
421,AGAP3,5.184307203747339e-05,4.935301940005838e-05,4.987036619633732e-05,3.705617801448472e-05
422,AGAP4,3.939056944023714e-05,3.715810862993511e-05,3.8877804198975066e-05,2.2818308090344283e-05
423,AGAP5,5.6671593452728264e-05,4.53018875972612e-05,2.8639078769356487e-05,2.9230064082672426e-05
424,AGAP6,5.717985886486036e-05,5.070645972446247e-05,4.1815087751859956e-05,3.922486018836042e-05
425,AGAP9,3.113125649309064e-05,3.1147541779090325e-05,9.909688911419735e-06,1.0183377164285877e-05
426,AGBL1,4.714161697525154e-05,3.790343115109801e-05,5.83651733410529e-05,5.50656691105829e-05
427,AGBL2,7.598567911374777e-05,7.847484259999773e-05,6.657873609005409e-05,7.382948444107261e-05
428,AGBL3,4.129656473573248e-05,2.9735255009098486e-05,5.105457040300147e-05,5.42170543468924e-05
429,AGBL4,3.875523767507202e-05,2.3792510149172565e-05,3.6701086958782385e-05,3.7244759073082607e-05
430,AGBL5,5.476559815723292e-05,4.44041338913145e-05,3.8668533392482014e-05,3.941344124695831e-05
431,AGER,3.03688583748925e-05,1.724192620548585e-05,4.714050257396733e-05,3.5453239016402686e-05
432,AGFG1,3.964470214630318e-05,4.8255473212446073e-05,6.904735942862477e-05,5.92144523997364e-05
433,AGFG2,6.302491110437943e-05,7.64003191397518e-05,7.169412141430992e-05,7.448951814616521e-05
434,AGGF1,3.8628171322039004e-05,6.499192944986808e-05,4.557833608484112e-05,3.8564826483267816e-05
435,AGK,5.006414309501107e-05,7.099488814192641e-05,5.9956674467975746e-05,6.364610727678673e-05
436,AGL,5.031827580107712e-05,5.5089933197641395e-05,5.557991028763282e-05,5.6857189167262815e-05
437,AGMAT,4.447322356155805e-05,3.465081050848187e-05,3.457864189799665e-05,2.8947192494775595e-05
438,AGMO,6.670983534233709e-05,7.291506144772212e-05,8.359256311441478e-05,7.458380867546416e-05
439,AGO1,5.3113735567803625e-05,5.325696441820318e-05,4.348573079975026e-05,3.8753407541865706e-05
440,AGO2,5.3367868273869665e-05,5.0614988002165256e-05,2.879792427181447e-05,2.4892699734921035e-05
441,AGO3,4.434615720852504e-05,4.436649542176437e-05,4.747333370804948e-05,3.535894848710375e-05
442,AGO4,4.8920545917713866e-05,2.898497560648692e-05,3.721995938728556e-05,3.9696312834855135e-05
443,AGPAT1,4.4092024502458985e-05,4.070752748285377e-05,5.866155386647674e-05,5.855441869464379e-05
444,AGPAT2,4.548975438582224e-05,4.5781709542280156e-05,4.90095154723133e-05,4.2619319243122375e-05
445,AGPAT3,6.366024286954453e-05,6.643646734210581e-05,7.437521101410619e-05,6.826634321243495e-05
446,AGPAT4,5.743399157092641e-05,5.808713526330138e-05,5.8799254806258704e-05,6.157171563220998e-05
447,AGPAT5,4.205896285393062e-05,2.915988288509265e-05,5.4575663041076773e-05,6.1005972456416326e-05
448,AGPAT6,3.1258322846123666e-05,2.34402372120449e-05,4.43567123808246e-05,4.733384570806955e-05
449,AGPS,5.6163328040596176e-05,5.068299590759696e-05,0.00010345317021363138,8.401286160535849e-05
450,AGR2,3.81199059099069e-05,5.325289976684924e-05,5.350355228709957e-05,5.063401423353256e-05
451,AGR3,3.4689114378015285e-05,3.542953193476076e-05,4.8657236219348205e-05,4.139354236223612e-05
452,AGRN,6.12459821619171e-05,0.0001022283732157478,4.800718754008414e-05,5.223695323161459e-05
453,AGRP,3.316431814161901e-05,4.118950575238031e-05,4.06437180328629e-05,2.9701516729167148e-05
454,AGT,5.489266451026595e-05,4.530752795897035e-05,6.304167545425807e-05,6.392897886468357e-05
